,Date,predicted_mean,se_mean,lower,upper
0,2016-10-01,1325.8009265642434,5.362011759813562,1315.2915766303286,1336.3102764981581
1,2016-10-02,1331.269491878794,7.773400788773653,1316.0339062954024,1346.5050774621857
2,2016-10-03,1337.4263822147188,9.57813636408693,1318.653579902095,1356.1991845273426
3,2016-10-04,1314.5034201378,5.4543128791062285,1303.813163334339,1325.1936769412612
4,2016-10-05,1285.3313403664051,9.714521734017078,1266.2912276407,1304.3714530921102
5,2016-10-06,1273.138364684728,8.127630798870854,1257.2085010393025,1289.0682283301535
6,2016-10-07,1250.870968862616,8.209697791701258,1234.7802568669235,1266.9616808583087
7,2016-10-08,1269.1314105431447,8.015193873019182,1253.4219192229211,1284.8409018633683
8,2016-10-09,1282.1535786198706,13.410233749910217,1255.8700034457831,1308.437153793958
9,2016-10-10,1288.6084142763093,19.534062077715813,1250.3223561322166,1326.894472420402
10,2016-10-11,1251.9252357576092,8.49823879376971,1235.2689937897994,1268.581477725419
